journal_id,journal_name,journal_name_short,issn,impact_factor,h_index,citescore,overall_score,cas_quartile,big_category,sub_category,sci_indexed,oa_status,acceptance_rate,review_cycle,views,fields,detail_url,article_url
2014,COMPUTERS AND ELECTRONICS IN AGRICULTURE,COMPUT ELECTRON AGR,0168-1699,8.9,96,15.1,8.2,1区,农林科学,农业综合,SCIE,No,约25%,约12.0个月,502450,人工智能与知识工程|信息科学,https://letpub.com.cn/index.php?journalid=2014&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2014&xuanxiangk_id=2#xuanxk_3
2016,COMPUTERS IN BIOLOGY AND MEDICINE,COMPUT BIOL MED,0010-4825,6.3,75,13.0,7.6,2区,医学,数学与计算生物学,SCI SCIE,No,容易,约10.5个月,697744,生命科学|医药科学|影像医学与生物医学工程|生物医学工程|生物信息学,https://letpub.com.cn/index.php?journalid=2016&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2016&xuanxiangk_id=2#xuanxk_3
2019,COMPUTING AND INFORMATICS,COMPUT INFORM,1335-9150,1.7,25,2.2,5.0,4区,计算机科学,计算机：人工智能,SCIE,Yes,容易,约12.0个月,152999,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=2019&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2019&xuanxiangk_id=2#xuanxk_3
2023,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,CONCURR COMP-PRACT E,1532-0626,1.5,60,5.4,6.5,4区,计算机科学,计算机：软件工程,SCIE,No,容易,"一般,3-8周",164074,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=2023&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2023&xuanxiangk_id=2#xuanxk_3
2045,Contrast Media & Molecular Imaging,CONTRAST MEDIA MOL I,1555-4309,0.0,44,1.6,5.2,未录,,,无,Yes,较易,约6.0个月,39754,医药科学|影像医学与生物医学工程,https://letpub.com.cn/index.php?journalid=2045&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2045&xuanxiangk_id=2#xuanxk_3
2053,Control Engineering and Applied Informatics,CONTROL ENG APPL INF,1454-8658,0.6,14,1.2,5.0,4区,计算机科学,自动化与控制系统,SCIE,No,容易,>12周，或约稿,48217,信息科学,https://letpub.com.cn/index.php?journalid=2053&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2053&xuanxiangk_id=2#xuanxk_3
2072,CRITICAL CARE MEDICINE,CRIT CARE MED,0090-3493,6.0,249,14.1,9.0,1区,医学,危重病医学,SCI SCIE,No,较难,约1.0个月,64991,医药科学,https://letpub.com.cn/index.php?journalid=2072&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2072&xuanxiangk_id=2#xuanxk_3
2093,Crop Protection,CROP PROT,0261-2194,2.5,87,5.4,7.6,2区,农林科学,农艺学,SCI SCIE,No,约50%,约4.5个月,111677,生命科学,https://letpub.com.cn/index.php?journalid=2093&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2093&xuanxiangk_id=2#xuanxk_3
2103,CRYPTOLOGIA,CRYPTOLOGIA,0161-1194,0.4,0,0.0,4.5,4区,工程技术,计算机：理论方法,SCIE,No,容易,约24.0个月,19959,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=2103&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2103&xuanxiangk_id=2#xuanxk_3
2135,CURRENT MEDICINAL CHEMISTRY,CURR MED CHEM,0929-8673,3.5,158,7.7,6.6,4区,医学,生化与分子生物学,SCI SCIE,No,约20%,平均3月,124182,医药科学,https://letpub.com.cn/index.php?journalid=2135&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2135&xuanxiangk_id=2#xuanxk_3
2136,CURRENT MICROBIOLOGY,CURR MICROBIOL,0343-8651,2.6,79,4.8,5.5,4区,生物学,微生物学,SCI SCIE,No,约50%,约1.5个月,138562,生命科学,https://letpub.com.cn/index.php?journalid=2136&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2136&xuanxiangk_id=2#xuanxk_3
2142,Current Oncology,CURR ONCOL,1198-0052,3.4,42,4.9,5.2,3区,医学,肿瘤学,SCIE,No,较易,约1.0个月,90784,医药科学|肿瘤学,https://letpub.com.cn/index.php?journalid=2142&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2142&xuanxiangk_id=2#xuanxk_3
2210,CYTOKINE,CYTOKINE,1043-4666,3.7,103,7.4,6.5,3区,医学,生化与分子生物学,SCI SCIE,No,约42%,约12.0个月,74958,生命科学,https://letpub.com.cn/index.php?journalid=2210&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2210&xuanxiangk_id=2#xuanxk_3
2221,CZECH JOURNAL OF FOOD SCIENCES,CZECH J FOOD SCI,1212-1800,1.0,33,2.6,4.9,4区,农林科学,食品科技,SCIE,Yes,容易,约4.5个月,40778,生命科学,https://letpub.com.cn/index.php?journalid=2221&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2221&xuanxiangk_id=2#xuanxk_3
2237,DENTAL MATERIALS,DENT MATER,0109-5641,6.3,132,9.6,7.7,1区,医学,牙科与口腔外科,SCI SCIE,No,较难,约12.0个月,79875,医药科学,https://letpub.com.cn/index.php?journalid=2237&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2237&xuanxiangk_id=2#xuanxk_3
2238,DENTAL MATERIALS JOURNAL,DENT MATER J,0287-4547,1.9,50,4.1,5.3,4区,医学,牙科与口腔外科,SCIE,No,容易,约3.0个月,32445,医药科学,https://letpub.com.cn/index.php?journalid=2238&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2238&xuanxiangk_id=2#xuanxk_3
2248,DERMATOLOGY,DERMATOLOGY,1018-8665,2.7,82,5.9,6.2,3区,医学,皮肤病学,SCI SCIE,No,较易,约1.0个月,44930,医药科学,https://letpub.com.cn/index.php?journalid=2248&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2248&xuanxiangk_id=2#xuanxk_3
2254,DESIGNS CODES AND CRYPTOGRAPHY,DESIGN CODE CRYPTOGR,0925-1022,1.2,49,2.6,6.4,3区,数学,计算机：理论方法,SCI SCIE,No,容易,约9.0个月,51856,信息科学,https://letpub.com.cn/index.php?journalid=2254&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2254&xuanxiangk_id=2#xuanxk_3
11386,DEVELOPMENT AND PSYCHOPATHOLOGY,DEV PSYCHOPATHOL,0954-5794,3.7,0,8.1,7.1,2区,,,,,,,,ISSN补录,https://letpub.com.cn/index.php?journalid=11386&page=journalapp&view=detail,
2277,DIABETES CARE,DIABETES CARE,0149-5992,16.6,328,30.5,9.7,1区,医学,内分泌学与代谢,SCI SCIE,No,约48.75%,约1.0个月,93326,医药科学,https://letpub.com.cn/index.php?journalid=2277&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2277&xuanxiangk_id=2#xuanxk_3
2304,DIGESTIVE DISEASES AND SCIENCES,DIGEST DIS SCI,0163-2116,2.5,113,5.8,6.6,4区,医学,胃肠肝病学,SCI SCIE,No,约41.66%,约1.0个月,95758,医药科学,https://letpub.com.cn/index.php?journalid=2304&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2304&xuanxiangk_id=2#xuanxk_3
2308,DIGITAL SIGNAL PROCESSING,DIGIT SIGNAL PROCESS,1051-2004,3.0,61,6.3,7.7,3区,工程技术,工程：电子与电气,SCI SCIE,No,容易,约14.0个月,326532,信息科学,https://letpub.com.cn/index.php?journalid=2308&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2308&xuanxiangk_id=2#xuanxk_3
2351,DRUG DELIVERY,DRUG DELIV,1071-7544,8.1,52,16.4,6.8,2区,医学,药学,SCIE,Yes,较易,约3.0个月,187015,医药科学,https://letpub.com.cn/index.php?journalid=2351&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2351&xuanxiangk_id=2#xuanxk_3
2352,DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY,DRUG DEV IND PHARM,0363-9045,2.2,78,5.0,5.6,4区,医学,药物化学,SCI SCIE,No,约75%,约3.0个月,61641,医药科学,https://letpub.com.cn/index.php?journalid=2352&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2352&xuanxiangk_id=2#xuanxk_3
2362,Drug Testing and Analysis,DRUG TEST ANAL,1942-7603,2.7,44,6.2,6.2,3区,医学,生化研究方法,SCIE,No,约75%,约3.0个月,33834,医药科学,https://letpub.com.cn/index.php?journalid=2362&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2362&xuanxiangk_id=2#xuanxk_3
2402,ECOLOGICAL APPLICATIONS,ECOL APPL,1051-0761,4.3,193,10.3,8.0,2区,环境科学与生态学,生态学,SCI SCIE,No,较难,约6.0个月,99580,生命科学,https://letpub.com.cn/index.php?journalid=2402&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2402&xuanxiangk_id=2#xuanxk_3
2406,ECOLOGICAL ENGINEERING,ECOL ENG,0925-8574,4.1,109,8.6,7.2,2区,环境科学与生态学,生态学,SCI SCIE,No,60%,约3.0个月,283990,生命科学,https://letpub.com.cn/index.php?journalid=2406&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2406&xuanxiangk_id=2#xuanxk_3
2410,ECOLOGICAL MODELLING,ECOL MODEL,0304-3800,3.2,139,5.6,6.7,3区,环境科学与生态学,生态学,SCI SCIE,No,容易,约3.0个月,143073,生命科学,https://letpub.com.cn/index.php?journalid=2410&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2410&xuanxiangk_id=2#xuanxk_3
2412,ECOLOGICAL RESEARCH,ECOL RES,0912-3814,1.4,61,3.8,5.3,4区,环境科学与生态学,生态学,SCI SCIE,No,较易,约9.0个月,70146,生命科学,https://letpub.com.cn/index.php?journalid=2412&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2412&xuanxiangk_id=2#xuanxk_3
2413,ECOLOGY,ECOLOGY,0012-9658,4.3,262,7.6,8.2,2区,环境科学与生态学,生态学,SCI SCIE,No,较难,约3.0个月,210857,生命科学,https://letpub.com.cn/index.php?journalid=2413&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2413&xuanxiangk_id=2#xuanxk_3
2415,ECOLOGY LETTERS,ECOL LETT,1461-023X,7.9,234,13.2,9.1,1区,环境科学与生态学,生态学,SCI SCIE,No,33%,约1.8个月,184017,生命科学,https://letpub.com.cn/index.php?journalid=2415&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2415&xuanxiangk_id=2#xuanxk_3
2426,ECOSYSTEMS,ECOSYSTEMS,1432-9840,3.3,131,9.0,7.7,3区,环境科学与生态学,生态学,SCI SCIE,No,一般,"偏慢,8-16周",102915,生命科学,https://letpub.com.cn/index.php?journalid=2426&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2426&xuanxiangk_id=2#xuanxk_3
2446,ELECTROCHEMICAL AND SOLID STATE LETTERS,ELECTROCHEM SOLID ST,1099-0062,0.0,0,0.0,3.4,未录,,,无,No,容易,约2.0个月,42294,信息科学,https://letpub.com.cn/index.php?journalid=2446&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2446&xuanxiangk_id=2#xuanxk_3
2451,ELECTROMAGNETICS,ELECTROMAGNETICS,0272-6343,0.8,30,1.3,4.9,4区,工程技术,工程：电子与电气,SCI SCIE,No,容易,>12周，或约稿,56848,信息科学,https://letpub.com.cn/index.php?journalid=2451&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2451&xuanxiangk_id=2#xuanxk_3
2463,ELECTRONICS LETTERS,ELECTRON LETT,0013-5194,0.8,137,1.7,6.5,4区,工程技术,工程：电子与电气,SCI SCIE,Yes,50%,约3.4个月,383846,计算机科学|模式识别|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=2463&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2463&xuanxiangk_id=2#xuanxk_3
2495,Energies,ENERGIES,1996-1073,3.2,64,7.3,7.1,4区,工程技术,能源与燃料,SCIE,Yes,80%,约2.0个月,1021326,生命科学,https://letpub.com.cn/index.php?journalid=2495&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2495&xuanxiangk_id=2#xuanxk_3
2513,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,ENG APPL ARTIF INTEL,0952-1976,8.0,86,9.5,8.1,1区,计算机科学,工程：综合,SCIE,Hybrid,容易,约9.0个月,1320940,人工智能与知识工程|模式识别|信息科学,https://letpub.com.cn/index.php?journalid=2513&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2513&xuanxiangk_id=2#xuanxk_3
2519,ENGINEERING IN LIFE SCIENCES,ENG LIFE SCI,1618-0240,3.0,45,8.5,6.4,3区,生物学,生物工程与应用微生物,SCIE,No,约80%,约3.0个月,35305,生命科学,https://letpub.com.cn/index.php?journalid=2519&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2519&xuanxiangk_id=2#xuanxk_3
2540,ENVIRONMENTAL AND EXPERIMENTAL BOTANY,ENVIRON EXP BOT,0098-8472,4.7,105,8.9,8.1,2区,生物学,环境科学,SCI SCIE,Yes,约37.5%,约10.0个月,207972,生命科学,https://letpub.com.cn/index.php?journalid=2540&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2540&xuanxiangk_id=2#xuanxk_3
2542,ENVIRONMENTAL BIOLOGY OF FISHES,ENVIRON BIOL FISH,0378-1909,1.8,76,2.9,5.1,4区,环境科学与生态学,生态学,SCI SCIE,No,容易,约3.0个月,24450,生命科学,https://letpub.com.cn/index.php?journalid=2542&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2542&xuanxiangk_id=2#xuanxk_3
2552,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,ENVIRON GEOCHEM HLTH,0269-4042,3.8,60,7.2,7.5,4区,环境科学与生态学,水资源,SCIE,Hybrid,较易,约3.0个月,159100,生命科学,https://letpub.com.cn/index.php?journalid=2552&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2552&xuanxiangk_id=2#xuanxk_3
2556,ENVIRONMENTAL MICROBIOLOGY,ENVIRON MICROBIOL,1462-2912,4.0,164,10.8,8.1,2区,生物学,微生物学,SCI SCIE,No,较难,约2.0个月,268049,生命科学,https://letpub.com.cn/index.php?journalid=2556&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2556&xuanxiangk_id=2#xuanxk_3
8281,Environmental Microbiology Reports,ENV MICROBIOL REP,1758-2229,2.7,56,4.7,6.3,3区,生物学,环境科学,SCIE,No,较易,约3.0个月,69700,生命科学,https://letpub.com.cn/index.php?journalid=8281&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=8281&xuanxiangk_id=2#xuanxk_3
2558,ENVIRONMENTAL MODELLING & SOFTWARE,ENVIRON MODELL SOFTW,1364-8152,4.6,112,9.8,8.1,2区,环境科学与生态学,计算机：跨学科应用,SCIE,No,约5%,平均18月,158123,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=2558&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2558&xuanxiangk_id=2#xuanxk_3
2563,Environmental Research Letters,ENVIRON RES LETT,1748-9326,5.6,97,11.1,8.3,2区,环境科学与生态学,环境科学,SCIE,Yes,较易,约3.0个月,382012,生命科学,https://letpub.com.cn/index.php?journalid=2563&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2563&xuanxiangk_id=2#xuanxk_3
2567,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,ENVIRON SCI POLLUT R,0944-1344,0.0,82,10.6,7.6,未录,,,SCI,No,75%,约3.9个月,1635865,生命科学,https://letpub.com.cn/index.php?journalid=2567&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2567&xuanxiangk_id=2#xuanxk_3
2568,ENVIRONMENTAL TECHNOLOGY,ENVIRON TECHNOL,0959-3330,2.0,65,6.0,6.7,4区,环境科学与生态学,环境科学,SCI SCIE,No,容易,约3.2个月,274236,生命科学,https://letpub.com.cn/index.php?journalid=2568&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2568&xuanxiangk_id=2#xuanxk_3
2604,ESTUARINE COASTAL AND SHELF SCIENCE,ESTUAR COAST SHELF S,0272-7714,2.6,118,5.4,6.5,3区,地球科学,海洋与淡水生物学,SCI SCIE,No,容易,约3.0个月,106768,生命科学,https://letpub.com.cn/index.php?journalid=2604&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2604&xuanxiangk_id=2#xuanxk_3
2612,ETRI JOURNAL,ETRI J,1225-6463,1.6,41,4.3,5.3,4区,计算机科学,工程：电子与电气,SCI SCIE,Yes,50%,约4.4个月,67110,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=2612&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2612&xuanxiangk_id=2#xuanxk_3
2614,EUPHYTICA,EUPHYTICA,0014-2336,1.7,93,3.3,6.7,3区,农林科学,农艺学,SCI SCIE,No,约75%,约5.0个月,83245,生命科学,https://letpub.com.cn/index.php?journalid=2614&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2614&xuanxiangk_id=2#xuanxk_3
2616,EURASIP Journal on Advances in Signal Processing,EURASIP J ADV SIG PR,1687-6172,1.9,77,4.7,5.1,4区,计算机科学,工程：电子与电气,SCIE,Yes,容易,约5.0个月,60044,信息科学,https://letpub.com.cn/index.php?journalid=2616&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2616&xuanxiangk_id=2#xuanxk_3
2617,EURASIP Journal on Wireless Communications and Networking,EURASIP J WIREL COMM,1687-1499,1.9,52,7.3,5.2,4区,计算机科学,工程：电子与电气,SCIE,Yes,容易,约8.0个月,90123,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=2617&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2617&xuanxiangk_id=2#xuanxk_3
2625,EUROPEAN FOOD RESEARCH AND TECHNOLOGY,EUR FOOD RES TECHNOL,1438-2377,3.2,89,7.2,6.8,3区,农林科学,食品科技,SCI SCIE,No,约58.33%,约2.0个月,124523,生命科学|医药科学,https://letpub.com.cn/index.php?journalid=2625&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2625&xuanxiangk_id=2#xuanxk_3
2628,EUROPEAN JOURNAL OF AGRONOMY,EUR J AGRON,1161-0301,5.5,96,8.5,8.0,1区,农林科学,农艺学,SCIE,No,较易,约6.0个月,194695,生命科学,https://letpub.com.cn/index.php?journalid=2628&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2628&xuanxiangk_id=2#xuanxk_3
2632,EUROPEAN JOURNAL OF CANCER,EUR J CANCER,0959-8049,7.1,193,11.4,8.6,1区,医学,肿瘤学,SCI SCIE,Yes,约28%,约1.0个月,119247,医药科学|肿瘤学,https://letpub.com.cn/index.php?journalid=2632&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2632&xuanxiangk_id=2#xuanxk_3
2634,EUROPEAN JOURNAL OF CANCER PREVENTION,EUR J CANCER PREV,0959-8278,2.5,73,4.1,6.6,4区,医学,肿瘤学,SCIE,No,约50%,平均1月,48984,医药科学|肿瘤学,https://letpub.com.cn/index.php?journalid=2634&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2634&xuanxiangk_id=2#xuanxk_3
2638,EUROPEAN JOURNAL OF CELL BIOLOGY,EUR J CELL BIOL,0171-9335,4.3,87,6.3,6.5,2区,生物学,细胞生物学,SCI SCIE,No,一般,约3.0个月,44538,生命科学,https://letpub.com.cn/index.php?journalid=2638&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2638&xuanxiangk_id=2#xuanxk_3
2651,EUROPEAN JOURNAL OF ENDOCRINOLOGY,EUR J ENDOCRINOL,0804-4643,5.2,131,9.9,7.6,2区,医学,内分泌学与代谢,SCI SCIE,No,约25%,约1.0个月,54340,医药科学,https://letpub.com.cn/index.php?journalid=2651&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2651&xuanxiangk_id=2#xuanxk_3
2656,EUROPEAN JOURNAL OF GASTROENTEROLOGY & HEPATOLOGY,EUR J GASTROEN HEPAT,0954-691X,1.8,95,4.6,5.2,4区,医学,胃肠肝病学,SCIE,No,约50%,平均1月,60629,医药科学,https://letpub.com.cn/index.php?journalid=2656&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2656&xuanxiangk_id=2#xuanxk_3
2663,EUROPEAN JOURNAL OF IMMUNOLOGY,EUR J IMMUNOL,0014-2980,3.7,187,8.2,7.7,3区,医学,免疫学,SCI SCIE,No,较难,约1.0个月,59698,医药科学,https://letpub.com.cn/index.php?journalid=2663&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2663&xuanxiangk_id=2#xuanxk_3
2669,EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,EUR J LIPID SCI TECH,1438-7697,1.8,82,4.0,6.3,4区,农林科学,食品科技,SCI SCIE,No,容易,"一般,6-16周",48098,生命科学,https://letpub.com.cn/index.php?journalid=2669&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2669&xuanxiangk_id=2#xuanxk_3
2675,EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,EUR J MED CHEM,0223-5234,5.9,135,11.3,8.2,2区,医学,药物化学,SCI SCIE,No,较易,约4.3个月,356749,生命科学|医药科学,https://letpub.com.cn/index.php?journalid=2675&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2675&xuanxiangk_id=2#xuanxk_3
2677,EUROPEAN JOURNAL OF NEUROLOGY,EUR J NEUROL,1351-5101,3.9,112,8.9,7.7,2区,医学,临床神经病学,SCIE,No,较易,约1.0个月,86237,医药科学|神经系统和精神疾病,https://letpub.com.cn/index.php?journalid=2677&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2677&xuanxiangk_id=2#xuanxk_3
2680,EUROPEAN JOURNAL OF NUTRITION,EUR J NUTR,1436-6207,4.3,85,10.2,7.4,2区,医学,营养学,SCIE,No,一般,"偏慢,4-8周",91302,医药科学,https://letpub.com.cn/index.php?journalid=2680&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2680&xuanxiangk_id=2#xuanxk_3
2695,EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,EUR J PHARM SCI,0928-0987,4.7,119,9.1,6.8,3区,医学,药学,SCI SCIE,No,容易,约3.0个月,133033,医药科学,https://letpub.com.cn/index.php?journalid=2695&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2695&xuanxiangk_id=2#xuanxk_3
2696,EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS,EUR J PHARM BIOPHARM,0939-6411,4.3,138,7.9,7.6,3区,医学,药学,SCI SCIE,No,66%,约3.0个月,105247,医药科学,https://letpub.com.cn/index.php?journalid=2696&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2696&xuanxiangk_id=2#xuanxk_3
2697,European Journal of Pharmacology,EUR J PHARMACOL,0014-2999,4.7,167,8.4,7.1,3区,医学,药学,SCI SCIE,No,约53.57%,约1.4个月,281824,医药科学,https://letpub.com.cn/index.php?journalid=2697&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2697&xuanxiangk_id=2#xuanxk_3
2705,EUROPEAN JOURNAL OF SOIL BIOLOGY,EUR J SOIL BIOL,1164-5563,3.3,61,6.3,7.5,2区,农林科学,生态学,SCIE,No,约75%,约3.2个月,111767,生命科学,https://letpub.com.cn/index.php?journalid=2705&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2705&xuanxiangk_id=2#xuanxk_3
2710,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,EUR J WILDLIFE RES,1612-4642,2.0,41,3.0,5.3,3区,生物学,动物学,SCIE,No,容易,约2.0个月,23313,生命科学,https://letpub.com.cn/index.php?journalid=2710&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2710&xuanxiangk_id=2#xuanxk_3
2732,EUROPEAN TRANSACTIONS ON TELECOMMUNICATIONS,EUR T TELECOMMUN,1124-318X,0.0,38,0.0,3.4,未录,,,无,No,容易,约12.0个月,16694,信息科学,https://letpub.com.cn/index.php?journalid=2732&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2732&xuanxiangk_id=2#xuanxk_3
2737,Evidence-based Complementary and Alternative Medicine,EVID-BASED COMPL ALT,1741-427X,0.0,72,3.5,5.8,未录,,,无,Yes,约50%,平均2.2月,307439,医药科学,https://letpub.com.cn/index.php?journalid=2737&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2737&xuanxiangk_id=2#xuanxk_3
2744,EVOLUTIONARY COMPUTATION,EVOL COMPUT,1063-6560,3.4,74,6.5,6.7,3区,计算机科学,计算机：人工智能,SCIE,No,较易,约3.0个月,105867,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=2744&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2744&xuanxiangk_id=2#xuanxk_3
2745,EVOLUTIONARY ECOLOGY,EVOL ECOL,0269-7653,2.1,73,3.2,5.2,3区,环境科学与生态学,生态学,SCI SCIE,No,较易,约3.0个月,31402,生命科学,https://letpub.com.cn/index.php?journalid=2745&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2745&xuanxiangk_id=2#xuanxk_3
2761,EXPERIMENTAL BIOLOGY AND MEDICINE,EXP BIOL MED,1535-3702,2.7,136,6.5,6.8,4区,医学,医学：研究与实验,SCI SCIE,Yes,容易,约1.0个月,87363,生命科学,https://letpub.com.cn/index.php?journalid=2761&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2761&xuanxiangk_id=2#xuanxk_3
